0.5,1,0,0,103,0,4,0,0,0
0,0.5,0,241,0,0,2,0,0,0
0.25,1,65,241,35,0,2,0,0,0
0,0,65,241,999,0,2,0,0,0
1,1,241,241,60,0,2,0,0,0
0.5,0.5,0,31,0,0,2,0,0,0
0,0,0,31,999,1,0,0,1,0
