-1,1,24,-1,70,0,2,0,0,0,120,0,0
-0.5,1,24,-1,20,0,2,0,0,0,120,0,0
-0.25,1,24,-1,15,0,2,0,0,0,120,0,0
0,1,0,-1,90,0,0.2,0,0,0,120,1,0
1,1,0,-1,16,0,2,0,0,0,120,1,0
1,1,0,240,0,0,2,0,0,0,120,0,0
0,1,0,240,90,1,0.8,0,0,1,120,0,0
1,1,330,240,45,1,2,0,0,1,120,0,0
0.4,1,330,240,90,1,1,0,0,1,120,0,0
0.5,1,60,240,3,1,2,0,0,1,120,0,0
0,1,0,240,90,1,5,0,0,0,120,0,0
-1,1,330,240,8,1,2,0,0,0,120,0,0
1,1,330,240,90,1,1,0,0,0,120,0,0
0,1,0,240,999,1,0,0,0,0,120,0,0
