1,1,0,0,39,0,2,0,0,0,0,0,0
0.5,1,0,0,24,1,2,0,0,1,0,0,0
0.2,1,0,0,9,1,2,0,0,1,0,0,0
0.7,1,270,0,90,1,1.3,0,0,1,0,0,0
0,1,270,0,90,1,5,0,0,0,0,0,0
1,1,90,0,10,1,1,0,0,1,0,0,0
1,1,270,0,20,1,1,0,0,1,0,0,0
0,0,270,0,999,1,0,0,0,0,0,0,0
