0.8,1,0,0,65,0,4,0,0,0,0,0
0.4,1,0,0,12,0,4,0,0,0,0,0
0,0.9,0,100,0,0,2,0,0,0,0,0
0,0,0,100,90,0,0.25,0,0,0,0,0
0.4,1,300,-1,20,0,2,0,0,0,0,0
0,1,0,-1,90,0,0.5,0,0,0,0,1
-1,1,300,-1,8,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0
0,0.9,0,0,90,1,0.9,0,0,1,0,0
1,1,90,-1,65,1,0,0,0,1,0,0
0.5,1,90,-1,90,1,3,0,0,1,0,0
0,0,0,-1,999,1,0,0,1,0,0,0
